policy_name,coverage_term,annual_premium,provider,sum_assured,critical_illness,type,age_until,gender,smoker,age,most_notable_5,market_share_top,local_companies,provide_ci,provide_hospital_ins,entered_sg
DIRECT - Singlife Term Life,34,268,Singapore Life Ltd.,100000,1,term,65,m,0,31,0,1,1,1,1,2022
DIRECT - Term,34,270,China Taiping Insurance (Singapore) Pte. Ltd.,100000,1,term,65,m,0,31,0,0,0,1,0,2003
DIRECT Star Term (non-renewable),34,277,Income Insurance Limited,100000,1,term,65,m,0,31,1,1,1,1,1,1970
DIRECT - China Life Term Plan,34,291,China Life Insurance (Singapore) Pte. Ltd.,100000,1,term,65,m,0,31,0,0,0,1,0,2015
DIRECT - PRUprotect term @ 65,34,307,Prudential Assurance Company Singapore (Pte) Limited,100000,1,term,65,m,0,31,1,1,0,1,1,1931
DIRECT- ManuAssure Term (with CI),35,323,Manulife (Singapore) Pte. Ltd.,100000,1,term,65,m,0,31,1,1,0,1,0,1899
DIRECT - AIA Term Cover,35,334,AIA Singapore,100000,1,term,65,m,0,31,1,1,0,1,1,1931
DIRECT - Term Life,34,207,FWD SINGAPORE PTE. LTD.,100000,1,term,65,f,0,31,0,0,0,1,0,2016
DIRECT - HSBC Life - Term Lite and Termcare,35,237,HSBC Life (Singapore) Pte. Ltd.,100000,1,term,65,f,0,31,0,1,0,1,1,2022
DIRECT - Great Term with Optional DIRECT - Great Critical Care,34,241,Great Eastern Life,100000,1,term,65,f,0,31,1,1,1,1,1,1908
DIRECT - Singlife Term Life,34,244,Singapore Life Ltd.,100000,1,term,65,f,0,31,0,1,1,1,1,2022
DIRECT - Etiqa term life with CI,34,256,Etiqa Insurance Pte. Ltd.,100000,1,term,65,f,0,31,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level) (+ Critical Illness),34,260,Tokio Marine Life Insurance Singapore Ltd,100000,1,term,65,f,0,31,0,0,0,1,0,1923
DIRECT - Term,34,274,China Taiping Insurance (Singapore) Pte. Ltd.,100000,1,term,65,f,0,31,0,0,0,1,0,2003
DIRECT - China Life Term Plan,34,279,China Life Insurance (Singapore) Pte. Ltd.,100000,1,term,65,f,0,31,0,0,0,1,0,2015
DIRECT- ManuAssure Term (with CI),35,299,Manulife (Singapore) Pte. Ltd.,100000,1,term,65,f,0,31,1,1,0,1,0,1899
DIRECT Star Term (non-renewable),34,320,Income Insurance Limited,100000,1,term,65,f,0,31,1,1,1,1,1,1970
DIRECT - AIA Term Cover,35,335,AIA Singapore,100000,1,term,65,f,0,31,1,1,0,1,1,1931
DIRECT - PRUprotect term @ 65,34,338,Prudential Assurance Company Singapore (Pte) Limited,100000,1,term,65,f,0,31,1,1,0,1,1,1931
DIRECT - Etiqa term life with CI,34,334,Etiqa Insurance Pte. Ltd.,100000,1,term,65,m,1,31,0,0,0,1,0,2007
DIRECT - Great Term with Optional DIRECT - Great Critical Care,34,361,Great Eastern Life,100000,1,term,65,m,1,31,1,1,1,1,1,1908
DIRECT - HSBC Life - Term Lite and Termcare,35,371,HSBC Life (Singapore) Pte. Ltd.,100000,1,term,65,m,1,31,0,1,0,1,1,2022
DIRECT- TM Basic Term (Level) (+ Critical Illness),34,374,Tokio Marine Life Insurance Singapore Ltd,100000,1,term,65,m,1,31,0,0,0,1,0,1923
DIRECT - Term Life,34,389,FWD SINGAPORE PTE. LTD.,100000,1,term,65,m,1,31,0,0,0,1,0,2016
DIRECT - Singlife Term Life,34,400,Singapore Life Ltd.,100000,1,term,65,m,1,31,0,1,1,1,1,2022
DIRECT - China Life Term Plan,34,424,China Life Insurance (Singapore) Pte. Ltd.,100000,1,term,65,m,1,31,0,0,0,1,0,2015
DIRECT - PRUprotect term @ 65,34,470,Prudential Assurance Company Singapore (Pte) Limited,100000,1,term,65,m,1,31,1,1,0,1,1,1931
DIRECT- ManuAssure Term (with CI),35,499,Manulife (Singapore) Pte. Ltd.,100000,1,term,65,m,1,31,1,1,0,1,0,1899
DIRECT Star Term (non-renewable),34,513,Income Insurance Limited,100000,1,term,65,m,1,31,1,1,1,1,1,1970
DIRECT - Term,34,540,China Taiping Insurance (Singapore) Pte. Ltd.,100000,1,term,65,m,1,31,0,0,0,1,0,2003
DIRECT - AIA Term Cover,35,546,AIA Singapore,100000,1,term,65,m,1,31,1,1,0,1,1,1931
DIRECT - Singlife Term Life,34,316,Singapore Life Ltd.,100000,1,term,65,f,1,31,0,1,1,1,1,2022
DIRECT - Term Life,34,327,FWD SINGAPORE PTE. LTD.,100000,1,term,65,f,1,31,0,0,0,1,0,2016
DIRECT - Great Term with Optional DIRECT - Great Critical Care,34,336,Great Eastern Life,100000,1,term,65,f,1,31,1,1,1,1,1,1908
DIRECT - HSBC Life - Term Lite and Termcare,35,339,HSBC Life (Singapore) Pte. Ltd.,100000,1,term,65,f,1,31,0,1,0,1,1,2022
DIRECT - Etiqa term life with CI,34,354,Etiqa Insurance Pte. Ltd.,100000,1,term,65,f,1,31,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level) (+ Critical Illness),34,386,Tokio Marine Life Insurance Singapore Ltd,100000,1,term,65,f,1,31,0,0,0,1,0,1923
DIRECT - China Life Term Plan,34,420,China Life Insurance (Singapore) Pte. Ltd.,100000,1,term,65,f,1,31,0,0,0,1,0,2015
DIRECT- ManuAssure Term (with CI),35,425,Manulife (Singapore) Pte. Ltd.,100000,1,term,65,f,1,31,1,1,0,1,0,1899
DIRECT - PRUprotect term @ 65,34,510,Prudential Assurance Company Singapore (Pte) Limited,100000,1,term,65,f,1,31,1,1,0,1,1,1931
DIRECT - AIA Term Cover,35,519,AIA Singapore,100000,1,term,65,f,1,31,1,1,0,1,1,1931
DIRECT - Term,34,557,China Taiping Insurance (Singapore) Pte. Ltd.,100000,1,term,65,f,1,31,0,0,0,1,0,2003
DIRECT Star Term (non-renewable),34,594,Income Insurance Limited,100000,1,term,65,f,1,31,1,1,1,1,1,1970
DIRECT - Etiqa term life with CI,34,404,Etiqa Insurance Pte. Ltd.,200000,1,term,65,m,0,31,0,0,0,1,0,2007
DIRECT - HSBC Life - Term Lite and Termcare,35,420,HSBC Life (Singapore) Pte. Ltd.,200000,1,term,65,m,0,31,0,1,0,1,1,2022
DIRECT - Great Term with Optional DIRECT - Great Critical Care,34,448,Great Eastern Life,200000,1,term,65,m,0,31,1,1,1,1,1,1908
DIRECT- TM Basic Term (Level) (+ Critical Illness),34,453,Tokio Marine Life Insurance Singapore Ltd,200000,1,term,65,m,0,31,0,0,0,1,0,1923
DIRECT - Singlife Term Life,34,493,Singapore Life Ltd.,200000,1,term,65,m,0,31,0,1,1,1,1,2022
DIRECT - Term,34,499,China Taiping Insurance (Singapore) Pte. Ltd.,200000,1,term,65,m,0,31,0,0,0,1,0,2003
DIRECT Star Term (non-renewable),34,503,Income Insurance Limited,200000,1,term,65,m,0,31,1,1,1,1,1,1970
DIRECT - Term Life,34,506,FWD SINGAPORE PTE. LTD.,200000,1,term,65,m,0,31,0,0,0,1,0,2016
DIRECT - China Life Term Plan,34,552,China Life Insurance (Singapore) Pte. Ltd.,200000,1,term,65,m,0,31,0,0,0,1,0,2015
DIRECT - PRUprotect term @ 65,34,614,Prudential Assurance Company Singapore (Pte) Limited,200000,1,term,65,m,0,31,1,1,0,1,1,1931
DIRECT- ManuAssure Term (with CI),35,647,Manulife (Singapore) Pte. Ltd.,200000,1,term,65,m,0,31,1,1,0,1,0,1899
DIRECT - AIA Term Cover,35,668,AIA Singapore,200000,1,term,65,m,0,31,1,1,0,1,1,1931
DIRECT - HSBC Life - Term Lite and Termcare,35,410,HSBC Life (Singapore) Pte. Ltd.,200000,1,term,65,f,0,31,0,1,0,1,1,2022
DIRECT - Term Life,34,414,FWD SINGAPORE PTE. LTD.,200000,1,term,65,f,0,31,0,0,0,1,0,2016
DIRECT - Singlife Term Life,34,451,Singapore Life Ltd.,200000,1,term,65,f,0,31,0,1,1,1,1,2022
DIRECT - Great Term with Optional DIRECT - Great Critical Care,34,463,Great Eastern Life,200000,1,term,65,f,0,31,1,1,1,1,1,1908
DIRECT - Etiqa term life with CI,34,492,Etiqa Insurance Pte. Ltd.,200000,1,term,65,f,0,31,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level) (+ Critical Illness),34,499,Tokio Marine Life Insurance Singapore Ltd,200000,1,term,65,f,0,31,0,0,0,1,0,1923
DIRECT - Term,34,519,China Taiping Insurance (Singapore) Pte. Ltd.,200000,1,term,65,f,0,31,0,0,0,1,0,2003
DIRECT - China Life Term Plan,34,528,China Life Insurance (Singapore) Pte. Ltd.,200000,1,term,65,f,0,31,0,0,0,1,0,2015
DIRECT- ManuAssure Term (with CI),35,598,Manulife (Singapore) Pte. Ltd.,200000,1,term,65,f,0,31,1,1,0,1,0,1899
DIRECT Star Term (non-renewable),34,601,Income Insurance Limited,200000,1,term,65,f,0,31,1,1,1,1,1,1970
DIRECT - AIA Term Cover,35,670,AIA Singapore,200000,1,term,65,f,0,31,1,1,0,1,1,1931
DIRECT - PRUprotect term @ 65,34,676,Prudential Assurance Company Singapore (Pte) Limited,200000,1,term,65,f,0,31,1,1,0,1,1,1931
DIRECT - HSBC Life - Term Lite and Termcare,35,621,HSBC Life (Singapore) Pte. Ltd.,200000,1,term,65,m,1,31,0,1,0,1,1,2022
DIRECT - Etiqa term life with CI,34,648,Etiqa Insurance Pte. Ltd.,200000,1,term,65,m,1,31,0,0,0,1,0,2007
DIRECT - Great Term with Optional DIRECT - Great Critical Care,34,701,Great Eastern Life,200000,1,term,65,m,1,31,1,1,1,1,1,1908
DIRECT- TM Basic Term (Level) (+ Critical Illness),34,717,Tokio Marine Life Insurance Singapore Ltd,200000,1,term,65,m,1,31,0,0,0,1,0,1923
DIRECT - Singlife Term Life,34,740,Singapore Life Ltd.,200000,1,term,65,m,1,31,0,1,1,1,1,2022
DIRECT - Term Life,34,778,FWD SINGAPORE PTE. LTD.,200000,1,term,65,m,1,31,0,0,0,1,0,2016
DIRECT - China Life Term Plan,34,818,China Life Insurance (Singapore) Pte. Ltd.,200000,1,term,65,m,1,31,0,0,0,1,0,2015
DIRECT - PRUprotect term @ 65,34,940,Prudential Assurance Company Singapore (Pte) Limited,200000,1,term,65,m,1,31,1,1,0,1,1,1931
DIRECT Star Term (non-renewable),34,943,Income Insurance Limited,200000,1,term,65,m,1,31,1,1,1,1,1,1970
DIRECT - Term,34,993,China Taiping Insurance (Singapore) Pte. Ltd.,200000,1,term,65,m,1,31,0,0,0,1,0,2003
DIRECT- ManuAssure Term (with CI),35,997,Manulife (Singapore) Pte. Ltd.,200000,1,term,65,m,1,31,1,1,0,1,0,1899
DIRECT - AIA Term Cover,35,1092,AIA Singapore,200000,1,term,65,m,1,31,1,1,0,1,1,1931
DIRECT - Singlife Term Life,34,585,Singapore Life Ltd.,200000,1,term,65,f,1,31,0,1,1,1,1,2022
DIRECT - HSBC Life - Term Lite and Termcare,35,597,HSBC Life (Singapore) Pte. Ltd.,200000,1,term,65,f,1,31,0,1,0,1,1,2022
DIRECT - Great Term with Optional DIRECT - Great Critical Care,34,652,Great Eastern Life,200000,1,term,65,f,1,31,1,1,1,1,1,1908
DIRECT - Term Life,34,654,FWD SINGAPORE PTE. LTD.,200000,1,term,65,f,1,31,0,0,0,1,0,2016
DIRECT - Etiqa term life with CI,34,688,Etiqa Insurance Pte. Ltd.,200000,1,term,65,f,1,31,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level) (+ Critical Illness),34,744,Tokio Marine Life Insurance Singapore Ltd,200000,1,term,65,f,1,31,0,0,0,1,0,1923
DIRECT - China Life Term Plan,34,810,China Life Insurance (Singapore) Pte. Ltd.,200000,1,term,65,f,1,31,0,0,0,1,0,2015
DIRECT- ManuAssure Term (with CI),35,850,Manulife (Singapore) Pte. Ltd.,200000,1,term,65,f,1,31,1,1,0,1,0,1899
DIRECT - PRUprotect term @ 65,34,1020,Prudential Assurance Company Singapore (Pte) Limited,200000,1,term,65,f,1,31,1,1,0,1,1,1931
DIRECT - AIA Term Cover,35,1038,AIA Singapore,200000,1,term,65,f,1,31,1,1,0,1,1,1931
DIRECT - Term,34,1043,China Taiping Insurance (Singapore) Pte. Ltd.,200000,1,term,65,f,1,31,0,0,0,1,0,2003
DIRECT Star Term (non-renewable),34,1126,Income Insurance Limited,200000,1,term,65,f,1,31,1,1,1,1,1,1970
DIRECT - Etiqa term life with CI,34,597,Etiqa Insurance Pte. Ltd.,300000,1,term,65,m,0,31,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level) (+ Critical Illness),34,616,Tokio Marine Life Insurance Singapore Ltd,300000,1,term,65,m,0,31,0,0,0,1,0,1923
DIRECT - HSBC Life - Term Lite and Termcare,35,630,HSBC Life (Singapore) Pte. Ltd.,300000,1,term,65,m,0,31,0,1,0,1,1,2022
DIRECT - Great Term with Optional DIRECT - Great Critical Care,34,672,Great Eastern Life,300000,1,term,65,m,0,31,1,1,1,1,1,1908
DIRECT - Term Life,34,693,FWD SINGAPORE PTE. LTD.,300000,1,term,65,m,0,31,0,0,0,1,0,2016
DIRECT Star Term (non-renewable),34,698,Income Insurance Limited,300000,1,term,65,m,0,31,1,1,1,1,1,1970
DIRECT - Singlife Term Life,34,719,Singapore Life Ltd.,300000,1,term,65,m,0,31,0,1,1,1,1,2022
DIRECT - Term,34,748,China Taiping Insurance (Singapore) Pte. Ltd.,300000,1,term,65,m,0,31,0,0,0,1,0,2003
DIRECT - China Life Term Plan,34,798,China Life Insurance (Singapore) Pte. Ltd.,300000,1,term,65,m,0,31,0,0,0,1,0,2015
DIRECT- ManuAssure Term (with CI),35,887,Manulife (Singapore) Pte. Ltd.,300000,1,term,65,m,0,31,1,1,0,1,0,1899
DIRECT - PRUprotect term @ 65,34,921,Prudential Assurance Company Singapore (Pte) Limited,300000,1,term,65,m,0,31,1,1,0,1,1,1931
DIRECT - AIA Term Cover,35,1002,AIA Singapore,300000,1,term,65,m,0,31,1,1,0,1,1,1931
DIRECT - Term Life,34,570,FWD SINGAPORE PTE. LTD.,300000,1,term,65,f,0,31,0,0,0,1,0,2016
DIRECT - HSBC Life - Term Lite and Termcare,35,615,HSBC Life (Singapore) Pte. Ltd.,300000,1,term,65,f,0,31,0,1,0,1,1,2022
DIRECT - Singlife Term Life,34,659,Singapore Life Ltd.,300000,1,term,65,f,0,31,0,1,1,1,1,2022
DIRECT- TM Basic Term (Level) (+ Critical Illness),34,692,Tokio Marine Life Insurance Singapore Ltd,300000,1,term,65,f,0,31,0,0,0,1,0,1923
DIRECT - Great Term with Optional DIRECT - Great Critical Care,34,694,Great Eastern Life,300000,1,term,65,f,0,31,1,1,1,1,1,1908
DIRECT - Etiqa term life with CI,34,729,Etiqa Insurance Pte. Ltd.,300000,1,term,65,f,0,31,0,0,0,1,0,2007
DIRECT - China Life Term Plan,34,762,China Life Insurance (Singapore) Pte. Ltd.,300000,1,term,65,f,0,31,0,0,0,1,0,2015
DIRECT - Term,34,778,China Taiping Insurance (Singapore) Pte. Ltd.,300000,1,term,65,f,0,31,0,0,0,1,0,2003
DIRECT- ManuAssure Term (with CI),35,838,Manulife (Singapore) Pte. Ltd.,300000,1,term,65,f,0,31,1,1,0,1,0,1899
DIRECT Star Term (non-renewable),34,859,Income Insurance Limited,300000,1,term,65,f,0,31,1,1,1,1,1,1970
DIRECT - AIA Term Cover,35,1005,AIA Singapore,300000,1,term,65,f,0,31,1,1,0,1,1,1931
DIRECT - PRUprotect term @ 65,34,1014,Prudential Assurance Company Singapore (Pte) Limited,300000,1,term,65,f,0,31,1,1,0,1,1,1931
DIRECT - HSBC Life - Term Lite and Termcare,35,932,HSBC Life (Singapore) Pte. Ltd.,300000,1,term,65,m,1,31,0,1,0,1,1,2022
DIRECT - Etiqa term life with CI,34,963,Etiqa Insurance Pte. Ltd.,300000,1,term,65,m,1,31,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level) (+ Critical Illness),34,1033,Tokio Marine Life Insurance Singapore Ltd,300000,1,term,65,m,1,31,0,0,0,1,0,1923
DIRECT - Great Term with Optional DIRECT - Great Critical Care,34,1052,Great Eastern Life,300000,1,term,65,m,1,31,1,1,1,1,1,1908
DIRECT - Term Life,34,1080,FWD SINGAPORE PTE. LTD.,300000,1,term,65,m,1,31,0,0,0,1,0,2016
DIRECT - Singlife Term Life,34,1082,Singapore Life Ltd.,300000,1,term,65,m,1,31,0,1,1,1,1,2022
DIRECT - China Life Term Plan,34,1197,China Life Insurance (Singapore) Pte. Ltd.,300000,1,term,65,m,1,31,0,0,0,1,0,2015
DIRECT Star Term (non-renewable),34,1321,Income Insurance Limited,300000,1,term,65,m,1,31,1,1,1,1,1,1970
DIRECT- ManuAssure Term (with CI),35,1369,Manulife (Singapore) Pte. Ltd.,300000,1,term,65,m,1,31,1,1,0,1,0,1899
DIRECT - PRUprotect term @ 65,34,1410,Prudential Assurance Company Singapore (Pte) Limited,300000,1,term,65,m,1,31,1,1,0,1,1,1931
DIRECT - Term,34,1489,China Taiping Insurance (Singapore) Pte. Ltd.,300000,1,term,65,m,1,31,0,0,0,1,0,2003
DIRECT - AIA Term Cover,35,1638,AIA Singapore,300000,1,term,65,m,1,31,1,1,0,1,1,1931
DIRECT - Singlife Term Life,34,855,Singapore Life Ltd.,300000,1,term,65,f,1,31,0,1,1,1,1,2022
DIRECT - HSBC Life - Term Lite and Termcare,35,895,HSBC Life (Singapore) Pte. Ltd.,300000,1,term,65,f,1,31,0,1,0,1,1,2022
DIRECT - Term Life,34,930,FWD SINGAPORE PTE. LTD.,300000,1,term,65,f,1,31,0,0,0,1,0,2016
DIRECT - Great Term with Optional DIRECT - Great Critical Care,34,978,Great Eastern Life,300000,1,term,65,f,1,31,1,1,1,1,1,1908
DIRECT - Etiqa term life with CI,34,1023,Etiqa Insurance Pte. Ltd.,300000,1,term,65,f,1,31,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level) (+ Critical Illness),34,1040,Tokio Marine Life Insurance Singapore Ltd,300000,1,term,65,f,1,31,0,0,0,1,0,1923
DIRECT - China Life Term Plan,34,1185,China Life Insurance (Singapore) Pte. Ltd.,300000,1,term,65,f,1,31,0,0,0,1,0,2015
DIRECT- ManuAssure Term (with CI),35,1197,Manulife (Singapore) Pte. Ltd.,300000,1,term,65,f,1,31,1,1,0,1,0,1899
DIRECT - PRUprotect term @ 65,34,1530,Prudential Assurance Company Singapore (Pte) Limited,300000,1,term,65,f,1,31,1,1,0,1,1,1931
DIRECT - AIA Term Cover,35,1557,AIA Singapore,300000,1,term,65,f,1,31,1,1,0,1,1,1931
DIRECT - Term,34,1564,China Taiping Insurance (Singapore) Pte. Ltd.,300000,1,term,65,f,1,31,0,0,0,1,0,2003
DIRECT Star Term (non-renewable),34,1618,Income Insurance Limited,300000,1,term,65,f,1,31,1,1,1,1,1,1970
DIRECT - Etiqa term life with CI,34,788,Etiqa Insurance Pte. Ltd.,400000,1,term,65,m,0,31,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level) (+ Critical Illness),34,821,Tokio Marine Life Insurance Singapore Ltd,400000,1,term,65,m,0,31,0,0,0,1,0,1923
DIRECT - HSBC Life - Term Lite and Termcare,35,840,HSBC Life (Singapore) Pte. Ltd.,400000,1,term,65,m,0,31,0,1,0,1,1,2022
DIRECT - Great Term with Optional DIRECT - Great Critical Care,34,896,Great Eastern Life,400000,1,term,65,m,0,31,1,1,1,1,1,1908
DIRECT - Term Life,34,924,FWD SINGAPORE PTE. LTD.,400000,1,term,65,m,0,31,0,0,0,1,0,2016
DIRECT Star Term (non-renewable),34,930,Income Insurance Limited,400000,1,term,65,m,0,31,1,1,1,1,1,1970
DIRECT - Term,34,932,China Taiping Insurance (Singapore) Pte. Ltd.,400000,1,term,65,m,0,31,0,0,0,1,0,2003
DIRECT - Singlife Term Life,34,959,Singapore Life Ltd.,400000,1,term,65,m,0,31,0,1,1,1,1,2022
DIRECT - China Life Term Plan,34,1044,China Life Insurance (Singapore) Pte. Ltd.,400000,1,term,65,m,0,31,0,0,0,1,0,2015
DIRECT- ManuAssure Term (with CI),35,1183,Manulife (Singapore) Pte. Ltd.,400000,1,term,65,m,0,31,1,1,0,1,0,1899
DIRECT - PRUprotect term @ 65,34,1228,Prudential Assurance Company Singapore (Pte) Limited,400000,1,term,65,m,0,31,1,1,0,1,1,1931
DIRECT - AIA Term Cover,35,1336,AIA Singapore,400000,1,term,65,m,0,31,1,1,0,1,1,1931
DIRECT - Term Life,34,760,FWD SINGAPORE PTE. LTD.,400000,1,term,65,f,0,31,0,0,0,1,0,2016
DIRECT - HSBC Life - Term Lite and Termcare,35,820,HSBC Life (Singapore) Pte. Ltd.,400000,1,term,65,f,0,31,0,1,0,1,1,2022
DIRECT - Singlife Term Life,34,879,Singapore Life Ltd.,400000,1,term,65,f,0,31,0,1,1,1,1,2022
DIRECT- TM Basic Term (Level) (+ Critical Illness),34,922,Tokio Marine Life Insurance Singapore Ltd,400000,1,term,65,f,0,31,0,0,0,1,0,1923
DIRECT - Great Term with Optional DIRECT - Great Critical Care,34,926,Great Eastern Life,400000,1,term,65,f,0,31,1,1,1,1,1,1908
DIRECT - Etiqa term life with CI,34,964,Etiqa Insurance Pte. Ltd.,400000,1,term,65,f,0,31,0,0,0,1,0,2007
DIRECT - Term,34,992,China Taiping Insurance (Singapore) Pte. Ltd.,400000,1,term,65,f,0,31,0,0,0,1,0,2003
DIRECT - China Life Term Plan,34,996,China Life Insurance (Singapore) Pte. Ltd.,400000,1,term,65,f,0,31,0,0,0,1,0,2015
DIRECT- ManuAssure Term (with CI),35,1117,Manulife (Singapore) Pte. Ltd.,400000,1,term,65,f,0,31,1,1,0,1,0,1899
DIRECT Star Term (non-renewable),34,1146,Income Insurance Limited,400000,1,term,65,f,0,31,1,1,1,1,1,1970
DIRECT - AIA Term Cover,35,1340,AIA Singapore,400000,1,term,65,f,0,31,1,1,0,1,1,1931
DIRECT - PRUprotect term @ 65,34,1352,Prudential Assurance Company Singapore (Pte) Limited,400000,1,term,65,f,0,31,1,1,0,1,1,1931
DIRECT - HSBC Life - Term Lite and Termcare,35,1242,HSBC Life (Singapore) Pte. Ltd.,400000,1,term,65,m,1,31,0,1,0,1,1,2022
DIRECT - Etiqa term life with CI,34,1276,Etiqa Insurance Pte. Ltd.,400000,1,term,65,m,1,31,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level) (+ Critical Illness),34,1377,Tokio Marine Life Insurance Singapore Ltd,400000,1,term,65,m,1,31,0,0,0,1,0,1923
DIRECT - Great Term with Optional DIRECT - Great Critical Care,34,1402,Great Eastern Life,400000,1,term,65,m,1,31,1,1,1,1,1,1908
DIRECT - Term Life,34,1440,FWD SINGAPORE PTE. LTD.,400000,1,term,65,m,1,31,0,0,0,1,0,2016
DIRECT - Singlife Term Life,34,1442,Singapore Life Ltd.,400000,1,term,65,m,1,31,0,1,1,1,1,2022
DIRECT - China Life Term Plan,34,1576,China Life Insurance (Singapore) Pte. Ltd.,400000,1,term,65,m,1,31,0,0,0,1,0,2015
DIRECT Star Term (non-renewable),34,1761,Income Insurance Limited,400000,1,term,65,m,1,31,1,1,1,1,1,1970
DIRECT- ManuAssure Term (with CI),35,1825,Manulife (Singapore) Pte. Ltd.,400000,1,term,65,m,1,31,1,1,0,1,0,1899
DIRECT - Term,34,1845,China Taiping Insurance (Singapore) Pte. Ltd.,400000,1,term,65,m,1,31,0,0,0,1,0,2003
DIRECT - PRUprotect term @ 65,34,1880,Prudential Assurance Company Singapore (Pte) Limited,400000,1,term,65,m,1,31,1,1,0,1,1,1931
DIRECT - AIA Term Cover,35,2184,AIA Singapore,400000,1,term,65,m,1,31,1,1,0,1,1,1931
DIRECT - Singlife Term Life,34,1139,Singapore Life Ltd.,400000,1,term,65,f,1,31,0,1,1,1,1,2022
DIRECT - HSBC Life - Term Lite and Termcare,35,1194,HSBC Life (Singapore) Pte. Ltd.,400000,1,term,65,f,1,31,0,1,0,1,1,2022
DIRECT - Term Life,34,1240,FWD SINGAPORE PTE. LTD.,400000,1,term,65,f,1,31,0,0,0,1,0,2016
DIRECT - Great Term with Optional DIRECT - Great Critical Care,34,1305,Great Eastern Life,400000,1,term,65,f,1,31,1,1,1,1,1,1908
DIRECT - Etiqa term life with CI,34,1356,Etiqa Insurance Pte. Ltd.,400000,1,term,65,f,1,31,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level) (+ Critical Illness),34,1386,Tokio Marine Life Insurance Singapore Ltd,400000,1,term,65,f,1,31,0,0,0,1,0,1923
DIRECT - China Life Term Plan,34,1560,China Life Insurance (Singapore) Pte. Ltd.,400000,1,term,65,f,1,31,0,0,0,1,0,2015
DIRECT- ManuAssure Term (with CI),35,1596,Manulife (Singapore) Pte. Ltd.,400000,1,term,65,f,1,31,1,1,0,1,0,1899
DIRECT - Term,34,1974,China Taiping Insurance (Singapore) Pte. Ltd.,400000,1,term,65,f,1,31,0,0,0,1,0,2003
DIRECT - PRUprotect term @ 65,34,2040,Prudential Assurance Company Singapore (Pte) Limited,400000,1,term,65,f,1,31,1,1,0,1,1,1931
DIRECT - AIA Term Cover,35,2076,AIA Singapore,400000,1,term,65,f,1,31,1,1,0,1,1,1931
DIRECT Star Term (non-renewable),34,2157,Income Insurance Limited,400000,1,term,65,f,1,31,1,1,1,1,1,1970
DIRECT - Etiqa term life,39,69,Etiqa Insurance Pte. Ltd.,100000,0,term,65,m,0,26,0,0,0,1,0,2007
DIRECT- TM Basic Term (Level),39,90,Tokio Marine Life Insurance Singapore Ltd,100000,0,term,65,m,0,26,0,0,0,1,0,1923
DIRECT - Term,39,94,China Taiping Insurance (Singapore) Pte. Ltd.,100000,0,term,65,m,0,26,0,0,0,1,0,2003
DIRECT - PRUprotect term @ 65,39,102,Prudential Assurance Company Singapore (Pte) Limited,100000,0,term,65,m,0,26,1,1,0,1,1,1931
DIRECT - China Life Term Plan,39,104,China Life Insurance (Singapore) Pte. Ltd.,100000,0,term,65,m,0,26,0,0,0,1,0,2015
DIRECT - Great Term,39,104,Great Eastern Life,100000,0,term,65,m,0,26,1,1,1,1,1,1908
DIRECT - Term Life,39,105,FWD SINGAPORE PTE. LTD.,100000,0,term,65,m,0,26,0,0,0,1,0,2016
Direct-LICS New Secure Future Term Plan,39,106,LIC (Singapore) Pte Ltd,100000,0,term,65,m,0,26,0,0,0,0,0,2013
DIRECT Star Term (non-renewable),39,108,Income Insurance Limited,100000,0,term,65,m,0,26,1,1,1,1,1,1970
DIRECT - AIA Term Cover,40,109,AIA Singapore,100000,0,term,65,m,0,26,1,1,0,1,1,1931
DIRECT - HSBC Life - Term Lite,40,114,HSBC Life (Singapore) Pte. Ltd.,100000,0,term,65,m,0,26,0,1,0,1,1,2022
DIRECT- ManuAssure Term,40,116,Manulife (Singapore) Pte. Ltd.,100000,0,term,65,m,0,26,1,1,0,1,0,1899
DIRECT - Singlife Term Life,39,124,Singapore Life Ltd.,100000,0,term,65,m,0,26,0,1,1,1,1,2022
DIRECT - Etiqa term life,39,59,Etiqa Insurance Pte. Ltd.,100000,0,term,65,f,0,26,0,0,0,1,0,2007
DIRECT - Term Life,39,66,FWD SINGAPORE PTE. LTD.,100000,0,term,65,f,0,26,0,0,0,1,0,2016
DIRECT - Term,39,69,China Taiping Insurance (Singapore) Pte. Ltd.,100000,0,term,65,f,0,26,0,0,0,1,0,2003
DIRECT - PRUprotect term @ 65,39,72,Prudential Assurance Company Singapore (Pte) Limited,100000,0,term,65,f,0,26,1,1,0,1,1,1931
DIRECT - Great Term,39,74,Great Eastern Life,100000,0,term,65,f,0,26,1,1,1,1,1,1908
DIRECT Star Term (non-renewable),39,81,Income Insurance Limited,100000,0,term,65,f,0,26,1,1,1,1,1,1970
